Year Month,ANZSOC Division,Police District,vict_sum,vict_cnt
2021-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,3,3
2021-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,2,2
2021-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,1,1
2021-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,9,9
2021-05-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,2,2
2021-05-01,Acts Intended to Cause Injury,Auckland City,523,461
2021-05-01,Acts Intended to Cause Injury,Bay Of Plenty,614,519
2021-05-01,Acts Intended to Cause Injury,Canterbury,509,403
2021-05-01,Acts Intended to Cause Injury,Central,453,392
2021-05-01,Acts Intended to Cause Injury,Counties/Manukau,878,736
2021-05-01,Acts Intended to Cause Injury,Eastern,397,328
2021-05-01,Acts Intended to Cause Injury,Northland,246,212
2021-05-01,Acts Intended to Cause Injury,Southern,223,195
2021-05-01,Acts Intended to Cause Injury,Tasman,185,160
2021-05-01,Acts Intended to Cause Injury,Waikato,593,481
2021-05-01,Acts Intended to Cause Injury,Waitemata,433,381
2021-05-01,Acts Intended to Cause Injury,Wellington,693,598
2021-05-01,"Robbery, Extortion and Related Offences",Auckland City,63,57
2021-05-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,22,22
2021-05-01,"Robbery, Extortion and Related Offences",Canterbury,45,40
2021-05-01,"Robbery, Extortion and Related Offences",Central,19,19
2021-05-01,"Robbery, Extortion and Related Offences",Counties/Manukau,37,35
2021-05-01,"Robbery, Extortion and Related Offences",Eastern,21,20
2021-05-01,"Robbery, Extortion and Related Offences",Northland,15,12
2021-05-01,"Robbery, Extortion and Related Offences",Southern,8,8
2021-05-01,"Robbery, Extortion and Related Offences",Tasman,7,7
2021-05-01,"Robbery, Extortion and Related Offences",Waikato,31,29
2021-05-01,"Robbery, Extortion and Related Offences",Waitemata,24,24
2021-05-01,"Robbery, Extortion and Related Offences",Wellington,29,29
2021-05-01,Sexual Assault and Related Offences,Auckland City,69,65
2021-05-01,Sexual Assault and Related Offences,Bay Of Plenty,76,73
2021-05-01,Sexual Assault and Related Offences,Canterbury,91,72
2021-05-01,Sexual Assault and Related Offences,Central,56,50
2021-05-01,Sexual Assault and Related Offences,Counties/Manukau,97,85
2021-05-01,Sexual Assault and Related Offences,Eastern,34,32
2021-05-01,Sexual Assault and Related Offences,Northland,39,32
2021-05-01,Sexual Assault and Related Offences,Southern,53,48
2021-05-01,Sexual Assault and Related Offences,Tasman,61,49
2021-05-01,Sexual Assault and Related Offences,Waikato,63,56
2021-05-01,Sexual Assault and Related Offences,Waitemata,55,51
2021-05-01,Sexual Assault and Related Offences,Wellington,77,74
2021-05-01,Theft and Related Offences,Auckland City,2586,979
2021-05-01,Theft and Related Offences,Bay Of Plenty,1300,642
2021-05-01,Theft and Related Offences,Canterbury,1747,687
2021-05-01,Theft and Related Offences,Central,947,514
2021-05-01,Theft and Related Offences,Counties/Manukau,1863,936
2021-05-01,Theft and Related Offences,Eastern,701,353
2021-05-01,Theft and Related Offences,Northland,518,274
2021-05-01,Theft and Related Offences,Southern,329,252
2021-05-01,Theft and Related Offences,Tasman,322,205
2021-05-01,Theft and Related Offences,Waikato,1316,501
2021-05-01,Theft and Related Offences,Waitemata,1434,655
2021-05-01,Theft and Related Offences,Wellington,1475,687
2021-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,595,89
2021-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,464,93
2021-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,708,80
2021-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,395,83
2021-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,540,108
2021-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,285,48
2021-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,193,39
2021-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,189,59
2021-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,164,56
2021-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,469,72
2021-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,486,75
2021-05-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,427,94
2021-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,9,8
2021-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,2,1
2021-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,1,1
2021-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,6,6
2021-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,4,4
2021-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,2,2
2021-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,2,2
2021-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Southern,1,1
2021-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,1,1
2021-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,7,7
2021-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,4,4
2021-06-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,5,5
2021-06-01,Acts Intended to Cause Injury,Auckland City,474,411
2021-06-01,Acts Intended to Cause Injury,Bay Of Plenty,589,491
2021-06-01,Acts Intended to Cause Injury,Canterbury,462,387
2021-06-01,Acts Intended to Cause Injury,Central,511,437
2021-06-01,Acts Intended to Cause Injury,Counties/Manukau,825,713
2021-06-01,Acts Intended to Cause Injury,Eastern,434,342
2021-06-01,Acts Intended to Cause Injury,Northland,246,210
2021-06-01,Acts Intended to Cause Injury,Southern,292,268
2021-06-01,Acts Intended to Cause Injury,Tasman,157,148
2021-06-01,Acts Intended to Cause Injury,Waikato,550,462
2021-06-01,Acts Intended to Cause Injury,Waitemata,410,362
2021-06-01,Acts Intended to Cause Injury,Wellington,604,524
2021-06-01,"Robbery, Extortion and Related Offences",Auckland City,37,35
2021-06-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,9,7
2021-06-01,"Robbery, Extortion and Related Offences",Canterbury,31,26
2021-06-01,"Robbery, Extortion and Related Offences",Central,22,22
2021-06-01,"Robbery, Extortion and Related Offences",Counties/Manukau,29,27
2021-06-01,"Robbery, Extortion and Related Offences",Eastern,14,13
2021-06-01,"Robbery, Extortion and Related Offences",Northland,18,16
2021-06-01,"Robbery, Extortion and Related Offences",Southern,10,9
2021-06-01,"Robbery, Extortion and Related Offences",Tasman,5,5
2021-06-01,"Robbery, Extortion and Related Offences",Waikato,39,38
2021-06-01,"Robbery, Extortion and Related Offences",Waitemata,27,26
2021-06-01,"Robbery, Extortion and Related Offences",Wellington,18,17
2021-06-01,Sexual Assault and Related Offences,Auckland City,63,56
2021-06-01,Sexual Assault and Related Offences,Bay Of Plenty,85,76
2021-06-01,Sexual Assault and Related Offences,Canterbury,96,75
2021-06-01,Sexual Assault and Related Offences,Central,71,59
2021-06-01,Sexual Assault and Related Offences,Counties/Manukau,88,78
2021-06-01,Sexual Assault and Related Offences,Eastern,37,37
2021-06-01,Sexual Assault and Related Offences,Northland,32,28
2021-06-01,Sexual Assault and Related Offences,Southern,46,40
2021-06-01,Sexual Assault and Related Offences,Tasman,41,38
2021-06-01,Sexual Assault and Related Offences,Waikato,70,63
2021-06-01,Sexual Assault and Related Offences,Waitemata,47,42
2021-06-01,Sexual Assault and Related Offences,Wellington,61,55
2021-06-01,Theft and Related Offences,Auckland City,2515,952
2021-06-01,Theft and Related Offences,Bay Of Plenty,1246,612
2021-06-01,Theft and Related Offences,Canterbury,1583,595
2021-06-01,Theft and Related Offences,Central,997,543
2021-06-01,Theft and Related Offences,Counties/Manukau,1731,923
2021-06-01,Theft and Related Offences,Eastern,715,347
2021-06-01,Theft and Related Offences,Northland,534,303
2021-06-01,Theft and Related Offences,Southern,377,283
2021-06-01,Theft and Related Offences,Tasman,328,209
2021-06-01,Theft and Related Offences,Waikato,1350,609
2021-06-01,Theft and Related Offences,Waitemata,1399,603
2021-06-01,Theft and Related Offences,Wellington,1270,622
2021-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,598,84
2021-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,474,93
2021-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,613,78
2021-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,360,80
2021-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,504,114
2021-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,298,47
2021-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,220,55
2021-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,186,51
2021-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,138,57
2021-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,583,84
2021-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,441,78
2021-06-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,470,87
2021-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,5,5
2021-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,3,2
2021-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,3,3
2021-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Central,5,5
2021-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,6,6
2021-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,2,2
2021-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,2,2
2021-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Tasman,2,2
2021-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,6,5
2021-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Waitemata,1,1
2021-07-01,"Abduction, Harassment and Other Related Offences Against a Person",Wellington,2,2
2021-07-01,Acts Intended to Cause Injury,Auckland City,472,412
2021-07-01,Acts Intended to Cause Injury,Bay Of Plenty,580,493
2021-07-01,Acts Intended to Cause Injury,Canterbury,488,366
2021-07-01,Acts Intended to Cause Injury,Central,534,467
2021-07-01,Acts Intended to Cause Injury,Counties/Manukau,756,665
2021-07-01,Acts Intended to Cause Injury,Eastern,422,334
2021-07-01,Acts Intended to Cause Injury,Northland,230,197
2021-07-01,Acts Intended to Cause Injury,Southern,260,234
2021-07-01,Acts Intended to Cause Injury,Tasman,198,175
2021-07-01,Acts Intended to Cause Injury,Waikato,506,422
2021-07-01,Acts Intended to Cause Injury,Waitemata,424,383
2021-07-01,Acts Intended to Cause Injury,Wellington,574,497
2021-07-01,"Robbery, Extortion and Related Offences",Auckland City,51,48
2021-07-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,24,23
2021-07-01,"Robbery, Extortion and Related Offences",Canterbury,41,37
2021-07-01,"Robbery, Extortion and Related Offences",Central,17,16
2021-07-01,"Robbery, Extortion and Related Offences",Counties/Manukau,35,35
2021-07-01,"Robbery, Extortion and Related Offences",Eastern,18,16
2021-07-01,"Robbery, Extortion and Related Offences",Northland,18,17
2021-07-01,"Robbery, Extortion and Related Offences",Southern,9,8
2021-07-01,"Robbery, Extortion and Related Offences",Tasman,2,2
2021-07-01,"Robbery, Extortion and Related Offences",Waikato,57,51
2021-07-01,"Robbery, Extortion and Related Offences",Waitemata,33,28
2021-07-01,"Robbery, Extortion and Related Offences",Wellington,28,27
2021-07-01,Sexual Assault and Related Offences,Auckland City,62,60
2021-07-01,Sexual Assault and Related Offences,Bay Of Plenty,71,68
2021-07-01,Sexual Assault and Related Offences,Canterbury,105,84
2021-07-01,Sexual Assault and Related Offences,Central,48,46
2021-07-01,Sexual Assault and Related Offences,Counties/Manukau,74,72
2021-07-01,Sexual Assault and Related Offences,Eastern,38,36
2021-07-01,Sexual Assault and Related Offences,Northland,28,24
2021-07-01,Sexual Assault and Related Offences,Southern,36,35
2021-07-01,Sexual Assault and Related Offences,Tasman,30,28
2021-07-01,Sexual Assault and Related Offences,Waikato,44,43
2021-07-01,Sexual Assault and Related Offences,Waitemata,70,53
2021-07-01,Sexual Assault and Related Offences,Wellington,66,60
2021-07-01,Theft and Related Offences,Auckland City,2591,1028
2021-07-01,Theft and Related Offences,Bay Of Plenty,1147,599
2021-07-01,Theft and Related Offences,Canterbury,1711,661
2021-07-01,Theft and Related Offences,Central,1106,598
2021-07-01,Theft and Related Offences,Counties/Manukau,1725,921
2021-07-01,Theft and Related Offences,Eastern,805,349
2021-07-01,Theft and Related Offences,Northland,477,262
2021-07-01,Theft and Related Offences,Southern,450,319
2021-07-01,Theft and Related Offences,Tasman,276,179
2021-07-01,Theft and Related Offences,Waikato,1439,586
2021-07-01,Theft and Related Offences,Waitemata,1395,648
2021-07-01,Theft and Related Offences,Wellington,1260,590
2021-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Auckland City,659,82
2021-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Bay Of Plenty,462,88
2021-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Canterbury,678,93
2021-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Central,357,82
2021-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Counties/Manukau,530,98
2021-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Eastern,299,53
2021-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Northland,236,47
2021-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Southern,220,71
2021-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Tasman,148,43
2021-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waikato,674,90
2021-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Waitemata,493,81
2021-07-01,"Unlawful Entry With Intent/Burglary, Break and Enter",Wellington,375,84
2021-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Auckland City,4,3
2021-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Bay Of Plenty,1,1
2021-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Canterbury,8,8
2021-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Counties/Manukau,2,2
2021-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Eastern,1,1
2021-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Northland,2,2
2021-08-01,"Abduction, Harassment and Other Related Offences Against a Person",Waikato,5,5
2021-08-01,Acts Intended to Cause Injury,Auckland City,369,328
2021-08-01,Acts Intended to Cause Injury,Bay Of Plenty,520,445
2021-08-01,Acts Intended to Cause Injury,Canterbury,411,339
2021-08-01,Acts Intended to Cause Injury,Central,489,426
2021-08-01,Acts Intended to Cause Injury,Counties/Manukau,808,680
2021-08-01,Acts Intended to Cause Injury,Eastern,394,319
2021-08-01,Acts Intended to Cause Injury,Northland,230,201
2021-08-01,Acts Intended to Cause Injury,Southern,259,238
2021-08-01,Acts Intended to Cause Injury,Tasman,166,158
2021-08-01,Acts Intended to Cause Injury,Waikato,501,430
2021-08-01,Acts Intended to Cause Injury,Waitemata,385,349
2021-08-01,Acts Intended to Cause Injury,Wellington,612,545
2021-08-01,"Robbery, Extortion and Related Offences",Auckland City,41,39
2021-08-01,"Robbery, Extortion and Related Offences",Bay Of Plenty,17,16
2021-08-01,"Robbery, Extortion and Related Offences",Canterbury,34,31
